row_id,source_dataset,source_event_type,source_row_index,video_id,source_url,source_file_name,source_video_path,clip_path,original_time_range,event_start_time,event_end_time,event_center_time,time_of_event,time_of_alert,manual_label,event_label,core_label,source_binary_label,light_conditions,weather,scene,status,error,saved_raw_URL,saved_raw_Time,saved_raw_Location_of_crash,saved_raw_Light_condition,saved_raw_Weather,saved_raw_Road_surface_condition,saved_raw_Road_type,saved_raw_Road_flat,saved_raw_Lanes,saved_raw_Traffic_condition,saved_raw_Ego_vehicle_model,saved_raw_ADAS_mode,saved_raw_Ego_pre_movement,saved_raw_Other_pre_movement,saved_raw_Ego_pre_avoid_seconds,saved_raw_Other_pre_avoid_seconds,saved_raw_Ego_pre_avoid_movement,saved_raw_Other_pre_avoid_movement,saved_raw_Guilty,saved_raw_Crash_type,saved_raw_Type_of_impact,saved_raw_Crash_with,saved_raw_Crash_vehicle_type,saved_raw_Total_number_of_vehicles,saved_raw_Crash_reason,saved_raw_Ego_most_damaged_area,saved_raw_Other_most_damaged_area,saved_raw_Crash_severity,saved_raw_Ego_fix_fee,saved_raw_Note,saved_raw_time,saved_raw_Takeover_time_for_ADAS,saved_raw_Ego_pre_reaction_seconds,saved_raw_Other_pre_reaction_seconds,saved_raw_Avoid_reason,saved_raw_
saved_crash_000837,saved_av_dataset,crash,837,tqzs97v4b9g,https://youtu.be/tqzs97v4b9g,tqzs97v4b9g.mp4,,,09:38-09:57,578.0,597.0,587.5,587.5,,collision,collision,collision,collision_or_near_miss,Dark,Clear,Urban,metadata_only,,https://youtu.be/tqzs97v4b9g,09:38-09:57,michigan,Dark_lighted,Clear,Dry,Signalized_intersection,Flat,3,Red_light_stopped,N/A,ADAS,Stopped,Proceeding_straight,,,No_action,No_action,No,Rear_end,Front_to_rear,Vehicle,Small_vehicle,2,Following_too_closely,Rear_center_bumper,Front_center_bumper,Property_damage_only,950,n,,,,,,
saved_crash_000838,saved_av_dataset,crash,838,7a8lRHjqMIs,https://youtu.be/7a8lRHjqMIs,7a8lRHjqMIs.mp4,,,00:09-00:23,9.0,23.0,16.0,16.0,,collision,collision,collision,collision_or_near_miss,Dark,Clear,Urban,metadata_only,,https://youtu.be/7a8lRHjqMIs,00:09-00:23,texas,Dark_lighted,Clear,Dry,Signalized_intersection,Flat,3,Red_light_stopped,Small_vehicle,ADAS,Stopped,other,,,No_action,No_action,No,Head_on,Front_to_front,Vehicle,Middle_vehicle,3,Running_red_light,Front_right_bumper,Overturn,Property_damage_only,idk,n',,,,,,
saved_crash_000839,saved_av_dataset,crash,839,7a8lRHjqMIs,https://youtu.be/7a8lRHjqMIs,7a8lRHjqMIs.mp4,,,05:04-05:17,304.0,317.0,310.5,310.5,,collision,collision,collision,collision_or_near_miss,Normal,Clear,Other,metadata_only,,https://youtu.be/7a8lRHjqMIs,05:04-05:17,colorado,Daylight,Clear,Dry,Road_segement,Flat,1,Moderate_traffic,Small_vehicle,ADAS,Stopped,Proceeding_straight,,,No_action,No_action,No,Rear_end,Front_to_rear,Vehicle,Middle_vehicle,2,Following_too_closely,Rear_center_bumper,Front_center_bumper,Property_damage_only,idk,n,,,,,,
saved_crash_000840,saved_av_dataset,crash,840,U6GyvEHJK4o,https://youtu.be/U6GyvEHJK4o,U6GyvEHJK4o.mp4,,,02:13-02:31,133.0,151.0,142.0,142.0,,collision,collision,collision,collision_or_near_miss,Normal,Clear,Other,metadata_only,,https://youtu.be/U6GyvEHJK4o,02:13-02:31,michgen,Daylight,Clear,Dry,Road_segement,Flat,2,Moderate_traffic,Small_vehicle,ADAS,Proceeding_straight,Making_left_turn,,,No_action,No_action,No,Sideswipe,Sideswipe_same_direction,Vehicle,Middle_vehicle,2,Improper_lane_change,Right_front_fender,Rear_left_bumper,Property_damage_only,idk,n,,,,,,
saved_crash_000841,saved_av_dataset,crash,841,U6GyvEHJK4o,https://youtu.be/U6GyvEHJK4o,U6GyvEHJK4o.mp4,,,02:16-02:24,136.0,144.0,140.0,140.0,,collision,collision,collision,collision_or_near_miss,Normal,Clear,Other,metadata_only,,https://youtu.be/U6GyvEHJK4o,02:16-02:24,michigan,Daylight,Clear,Dry,Road_segement,Flat,2,Moderate_traffic,Small_vehicle,ADAS,Proceeding_straight,Proceeding_straight,,,No_action,No_action,Yes,Rear_end,Front_to_rear,Vehicle,Middle_vehicle,2,Following_too_closely,Front_center_bumper,Rear_center_bumper,Property_damage_only,idk,"wow, interesting,",,,,,,
saved_crash_000842,saved_av_dataset,crash,842,U6GyvEHJK4o,https://youtu.be/U6GyvEHJK4o,U6GyvEHJK4o.mp4,,,04:55-05:15,295.0,315.0,305.0,305.0,,collision,collision,collision,collision_or_near_miss,Dark,Clear,Urban,metadata_only,,https://youtu.be/U6GyvEHJK4o,04:55-05:15,california,Dark_lighted,Clear,Dry,Signalized_intersection,Flat,3,Moderate_traffic,Small_vehicle,ADAS,Making_right_turn,Proceeding_straight,,,No_action,No_action,No,Right_turn,Front_to_side,Vehicle,Small_vehicle,2,Improper_lane_change,Right_front_door,Front_center_bumper,Property_damage_only,1000,n,,,,,,
saved_crash_000843,saved_av_dataset,crash,843,U6GyvEHJK4o,https://youtu.be/U6GyvEHJK4o,U6GyvEHJK4o.mp4,,,08:24-08:59,504.0,539.0,521.5,521.5,,collision,collision,collision,collision_or_near_miss,Dark,Clear,Other,metadata_only,,https://youtu.be/U6GyvEHJK4o,08:24-08:59,california,Dark_lighted,Clear,Dry,Parking_lot,Flat,1,Light_traffic,Small_vehicle,ADAS,Proceeding_straight,Parked,,,No_action,No_action,Yes,Head_on,Front_to_front,Vehicle,Middle_vehicle,2,other,Front_center_bumper,Front_center_bumper,Property_damage_only,24000,n,,,,,,
saved_crash_000844,saved_av_dataset,crash,844,U6GyvEHJK4o,https://youtu.be/U6GyvEHJK4o,U6GyvEHJK4o.mp4,,,19:32-19:49,1172.0,1189.0,1180.5,1180.5,,collision,collision,collision,collision_or_near_miss,Normal,Cloudy,Other,metadata_only,,https://youtu.be/U6GyvEHJK4o,19:32-19:49,new york,Daylight,Cloudy,Wet,Highway/Freeway,Flat,3,Moderate_traffic,Middle_vehicle,ADAS,Stopped,Proceeding_straight,,,No_action,No_action,No,Sideswipe,Sideswipe_same_direction,Vehicle,Big_vehicle,3,Improper_lane_change,Left_front_door,Front_right_bumper,Severe_injury,total,worst accident in this dataset,,,,,,
saved_crash_000845,saved_av_dataset,crash,845,U6GyvEHJK4o,https://youtu.be/U6GyvEHJK4o,U6GyvEHJK4o.mp4,,,25:22-25:40,1522.0,1540.0,1531.0,1531.0,,collision,collision,collision,collision_or_near_miss,Normal,Clear,Other,metadata_only,,https://youtu.be/U6GyvEHJK4o,25:22-25:40,new zealand,Daylight,Clear,Dry,Highway/Freeway,Flat,2,Moderate_traffic,Middle_vehicle,ADAS,Proceeding_straight,Making_right_turn,,,No_action,No_action,No,Sideswipe,Sideswipe_same_direction,Vehicle,Small_vehicle,2,Improper_lane_change,Left_front_door,Rear_right_bumper,Property_damage_only,45000,n,,,,,,
saved_crash_000846,saved_av_dataset,crash,846,b4VibPdJac8,https://youtu.be/b4VibPdJac8,b4VibPdJac8.mp4,,,00:14-00:38,14.0,38.0,26.0,26.0,,collision,collision,collision,collision_or_near_miss,Dark,Clear,Other,metadata_only,,https://youtu.be/b4VibPdJac8,00:14-00:38,canad,Dark_lighted,Clear,Wet,Highway/Freeway,Flat,3,Moderate_traffic,Small_vehicle,ADAS,Proceeding_straight,Making_left_turn,,1.066666667,No_action,Right_turn,No,Rear_end,Front_to_rear,Vehicle,Middle_vehicle,2,Following_too_closely,Rear_right_bumper,Front_left_bumper,Property_damage_only,idk,n,,,,,,
saved_crash_000847,saved_av_dataset,crash,847,b4VibPdJac8,https://youtu.be/b4VibPdJac8,b4VibPdJac8.mp4,,,01:51-02:00,111.0,120.0,115.5,115.5,,collision,collision,collision,collision_or_near_miss,Dark,Clear,Urban,metadata_only,,https://youtu.be/b4VibPdJac8,01:51-02:00,camada,Dark_lighted,Clear,Dry,Signalized_intersection,Flat,3,Moderate_traffic,Small_vehicle,ADAS,Proceeding_straight,Making_left_turn,,,No_action,No_action,No,Left_turn,Front_to_side,Vehicle,Middle_vehicle,2,Running_red_light,Front_center_bumper,Front_right_bumper,Property_damage_only,idk,n,,,,,,
saved_crash_000848,saved_av_dataset,crash,848,TM_jfxrShrw,https://youtu.be/TM_jfxrShrw,TM_jfxrShrw.mp4,,,00:45-01:12,45.0,72.0,58.5,58.5,,collision,collision,collision,collision_or_near_miss,Normal,Clear,Other,metadata_only,,https://youtu.be/TM_jfxrShrw,00:45-01:12,new jersey,Daylight,Clear,Dry,Road_segement,Flat,2,Moderate_traffic,Small_vehicle,ADAS,Stopped,Proceeding_straight,,,No_action,No_action,No,Off_road,Front_to_rear,Vehicle,Small_vehicle,2,Following_too_closely,Rear_center_bumper,Front_center_bumper,Property_damage_only,idk,n,,,,,,
saved_crash_000849,saved_av_dataset,crash,849,TM_jfxrShrw,https://youtu.be/TM_jfxrShrw,TM_jfxrShrw.mp4,,,01:31-01:42,91.0,102.0,96.5,96.5,,collision,collision,collision,collision_or_near_miss,Normal,Rain,Urban,metadata_only,,https://youtu.be/TM_jfxrShrw,01:31-01:42,texas,Daylight,Rain,Wet,Signalized_intersection,Flat,5,Red_light_stopped,N/A,ADAS,Stopped,Proceeding_straight,,,No_action,No_action,No,Rear_end,Front_to_rear,Vehicle,Middle_vehicle,2,Following_too_closely,Rear_center_bumper,Front_center_bumper,Property_damage_only,idk,n,,,,,,
saved_crash_000850,saved_av_dataset,crash,850,TM_jfxrShrw,https://youtu.be/TM_jfxrShrw,TM_jfxrShrw.mp4,,,02:29-02:51,149.0,171.0,160.0,160.0,,collision,collision,collision,collision_or_near_miss,Normal,Clear,Urban,metadata_only,,https://youtu.be/TM_jfxrShrw,02:29-02:51,hawaii,Daylight,Clear,Dry,Signalized_intersection,Flat,2,Red_light_stopped,Small_vehicle,ADAS,Stopped,Proceeding_straight,,,No_action,No_action,No,Rear_end,Front_to_rear,Vehicle,Middle_vehicle,2,Following_too_closely,Rear_center_bumper,Front_center_bumper,Property_damage_only,idk,n,,,,,,
saved_crash_000851,saved_av_dataset,crash,851,TM_jfxrShrw,https://youtu.be/TM_jfxrShrw,TM_jfxrShrw.mp4,,,03:23-03:38,203.0,218.0,210.5,210.5,,collision,collision,collision,collision_or_near_miss,Normal,Cloudy,Other,metadata_only,,https://youtu.be/TM_jfxrShrw,03:23-03:38,canada,Daylight,Cloudy,Dry,Road_segement,Flat,3,Congested,Middle_vehicle,ADAS,Stopped,Proceeding_straight,,,No_action,No_action,No,Rear_end,Front_to_rear,Vehicle,Small_vehicle,2,Following_too_closely,Rear_center_bumper,Front_center_bumper,Property_damage_only,idk,n,,,,,,
saved_crash_000852,saved_av_dataset,crash,852,TM_jfxrShrw,https://youtu.be/TM_jfxrShrw,TM_jfxrShrw.mp4,,,04:01-04:32,241.0,272.0,256.5,256.5,,collision,collision,collision,collision_or_near_miss,Dark,Clear,Other,metadata_only,,https://youtu.be/TM_jfxrShrw,04:01-04:32,south carolina,Dark_lighted,Clear,Wet,Road_segement,Flat,2,Moderate_traffic,N/A,ADAS,Proceeding_straight,Proceeding_straight,,,No_action,No_action,No,Rear_end,Front_to_rear,Vehicle,Middle_vehicle,2,Following_too_closely,Rear_center_bumper,Front_center_bumper,Property_damage_only,idk,n,,,,,,
saved_crash_000853,saved_av_dataset,crash,853,TM_jfxrShrw,https://youtu.be/TM_jfxrShrw,TM_jfxrShrw.mp4,,,05:38-06:00,338.0,360.0,349.0,349.0,,collision,collision,collision,collision_or_near_miss,Normal,Rain,Other,metadata_only,,https://youtu.be/TM_jfxrShrw,05:38-06:00,japan,Daylight,Rain,Wet,Road_segement,Flat,2,Moderate_traffic,Middle_vehicle,ADAS,Proceeding_straight,Making_right_turn,,,No_action,No_action,No,Sideswipe,Sideswipe_same_direction,Vehicle,Small_vehicle,2,Improper_lane_change,Left_front_door,Right_front_door,Property_damage_only,idk,n,,,,,,
saved_crash_000854,saved_av_dataset,crash,854,TM_jfxrShrw,https://youtu.be/TM_jfxrShrw,TM_jfxrShrw.mp4,,,06:35-06:59,395.0,419.0,407.0,407.0,,collision,collision,collision,collision_or_near_miss,Dark,Clear,Urban,metadata_only,,https://youtu.be/TM_jfxrShrw,06:35-06:59,pennsylvania,Dark_lighted,Clear,Dry,nonSignalized_intersection,Flat,1,Moderate_traffic,Middle_vehicle,ADAS,Stopped,Proceeding_straight,,,No_action,No_action,No,Rear_end,Front_to_rear,Vehicle,Small_vehicle,2,Following_too_closely,Rear_center_bumper,Front_center_bumper,Property_damage_only,idk,n,,,,,,
saved_crash_000855,saved_av_dataset,crash,855,TM_jfxrShrw,https://youtu.be/TM_jfxrShrw,TM_jfxrShrw.mp4,,,08:07-08:26,487.0,506.0,496.5,496.5,,collision,collision,collision,collision_or_near_miss,Normal,Clear,Other,metadata_only,,https://youtu.be/TM_jfxrShrw,08:07-08:26,virginia,Daylight,Clear,Dry,Highway/Freeway,Flat,4,Moderate_traffic,Small_vehicle,ADAS,Stopped,Proceeding_straight,,,No_action,No_action,No,Rear_end,Front_to_rear,Vehicle,Middle_vehicle,3,Following_too_closely,Rear_center_bumper,Front_center_bumper,Property_damage_only,total,n,,,,,,
saved_crash_000856,saved_av_dataset,crash,856,TM_jfxrShrw,https://youtu.be/TM_jfxrShrw,TM_jfxrShrw.mp4,,,09:45-09:54,585.0,594.0,589.5,589.5,,collision,collision,collision,collision_or_near_miss,Normal,Clear,Other,metadata_only,,https://youtu.be/TM_jfxrShrw,09:45-09:54,new york,Daylight,Clear,Dry,Road_segement,Flat,2,Moderate_traffic,N/A,ADAS,Stopped,Proceeding_straight,,,No_action,No_action,No,Sideswipe,Sideswipe_same_direction,Vehicle,Middle_vehicle,2,other,Left_front_door,Right_front_door,Property_damage_only,idk],n,,,,,,
saved_crash_000857,saved_av_dataset,crash,857,TM_jfxrShrw,https://youtu.be/TM_jfxrShrw,TM_jfxrShrw.mp4,,,12:29-13:00,749.0,780.0,764.5,764.5,,collision,collision,collision,collision_or_near_miss,Normal,Clear,Other,metadata_only,,https://youtu.be/TM_jfxrShrw,12:29-13:00,georgia,Daylight,Clear,Dry,Road_segement,Flat,2,Moderate_traffic,Small_vehicle,ADAS,Stopped,Proceeding_straight,,,No_action,No_action,No,Sideswipe,Sideswipe_same_direction,Vehicle,Middle_vehicle,3,Improper_lane_change,Rear_right_bumper,Front_left_bumper,Property_damage_only,total,n,,,,,,
saved_crash_000858,saved_av_dataset,crash,858,TM_jfxrShrw,https://youtu.be/TM_jfxrShrw,TM_jfxrShrw.mp4,,,14:12-14:27,852.0,867.0,859.5,859.5,,collision,collision,collision,collision_or_near_miss,Normal,Clear,Other,metadata_only,,https://youtu.be/TM_jfxrShrw,14:12-14:27,ma,Daylight,Clear,Dry,Road_segement,Flat,1,Moderate_traffic,N/A,ADAS,Proceeding_straight,Proceeding_straight,,,No_action,No_action,No,Rear_end,Front_to_rear,Vehicle,Middle_vehicle,2,Following_too_closely,Rear_center_bumper,Front_center_bumper,Property_damage_only,idk,n,,,,,,
saved_crash_000859,saved_av_dataset,crash,859,TM_jfxrShrw,https://youtu.be/TM_jfxrShrw,TM_jfxrShrw.mp4,,,17:58-18:30,1078.0,1110.0,1094.0,1094.0,,collision,collision,collision,collision_or_near_miss,Normal,Clear,Other,metadata_only,,https://youtu.be/TM_jfxrShrw,17:58-18:30,california,Daylight,Clear,Dry,Highway/Freeway,Flat,4,Moderate_traffic,Middle_vehicle,ADAS,Proceeding_straight,Making_right_turn,,,No_action,No_action,No,Rear_end,Front_to_rear,Vehicle,Small_vehicle,2,Following_too_closely,Rear_left_bumper,Front_right_bumper,Property_damage_only,idk,n,,,,,,
saved_crash_000860,saved_av_dataset,crash,860,TM_jfxrShrw,https://youtu.be/TM_jfxrShrw,TM_jfxrShrw.mp4,,,21:21-21:39,1281.0,1299.0,1290.0,1290.0,,collision,collision,collision,collision_or_near_miss,Normal,Clear,Other,metadata_only,,https://youtu.be/TM_jfxrShrw,21:21-21:39,israel,Daylight,Clear,Dry,Highway/Freeway,Flat,4,Moderate_traffic,Small_vehicle,ADAS,Proceeding_straight,Proceeding_straight,,,No_action,No_action,No,Rear_end,Front_to_rear,Vehicle,Middle_vehicle,2,Following_too_closely,Rear_center_bumper,Front_center_bumper,Property_damage_only,idk,n,,,,,,
saved_crash_000861,saved_av_dataset,crash,861,TM_jfxrShrw,https://youtu.be/TM_jfxrShrw,TM_jfxrShrw.mp4,,,22:30-22:43,1350.0,1363.0,1356.5,1356.5,,collision,collision,collision,collision_or_near_miss,Normal,Clear,Urban,metadata_only,,https://youtu.be/TM_jfxrShrw,22:30-22:43,new jersey,Daylight,Clear,Dry,nonSignalized_intersection,Flat,1,Moderate_traffic,Small_vehicle,ADAS,Proceeding_straight,Proceeding_straight,,,No_action,No_action,No,Angle,Front_to_side,Vehicle,Small_vehicle,2,Running_stop_sign,Right_rear_door,Front_center_bumper,Minor_injury,total,n,,,,,,
saved_crash_000862,saved_av_dataset,crash,862,TM_jfxrShrw,https://youtu.be/TM_jfxrShrw,TM_jfxrShrw.mp4,,,26:40-26:56,1600.0,1616.0,1608.0,1608.0,,collision,collision,collision,collision_or_near_miss,Normal,Cloudy,Urban,metadata_only,,https://youtu.be/TM_jfxrShrw,26:40-26:56,texa,Daylight,Cloudy,Wet,Signalized_intersection,Flat,3,Red_light_stopped,Small_vehicle,ADAS,Proceeding_straight,Proceeding_straight,,,No_action,No_action,No,Rear_end,Front_to_rear,Vehicle,Small_vehicle,2,Following_too_closely,Rear_center_bumper,Front_center_bumper,Property_damage_only,idk,n,,,,,,
saved_crash_000863,saved_av_dataset,crash,863,TM_jfxrShrw,https://youtu.be/TM_jfxrShrw,TM_jfxrShrw.mp4,,,27:09-27:23,1629.0,1643.0,1636.0,1636.0,,collision,collision,collision,collision_or_near_miss,Normal,Clear,Other,metadata_only,,https://youtu.be/TM_jfxrShrw,27:09-27:23,california,Daylight,Clear,Dry,Road_segement,Flat,2,Moderate_traffic,Small_vehicle,ADAS,Proceeding_straight,Proceeding_straight,,,No_action,No_action,No,Rear_end,Front_to_rear,Vehicle,Small_vehicle,2,Following_too_closely,Rear_center_bumper,Front_center_bumper,Property_damage_only,idk,n,,,,,,
saved_crash_000864,saved_av_dataset,crash,864,TM_jfxrShrw,https://youtu.be/TM_jfxrShrw,TM_jfxrShrw.mp4,,,29:26-29:46,1766.0,1786.0,1776.0,1776.0,,collision,collision,collision,collision_or_near_miss,Normal,Clear,Other,metadata_only,,https://youtu.be/TM_jfxrShrw,29:26-29:46,california,Daylight,Clear,Dry,Highway/Freeway,Flat,3,Moderate_traffic,Small_vehicle,ADAS,Proceeding_straight,Making_right_turn,,,No_action,No_action,No,Sideswipe,Sideswipe_same_direction,Vehicle,Small_vehicle,2,Improper_lane_change,Front_right_bumper,Left_front_door,Property_damage_only,idk,n,,,,,,
saved_crash_000865,saved_av_dataset,crash,865,SmzIXFIGb_4,https://youtu.be/SmzIXFIGb_4,SmzIXFIGb_4.mp4,,,03:08-03:21,188.0,201.0,194.5,194.5,,collision,collision,collision,collision_or_near_miss,Normal,Cloudy,Other,metadata_only,,https://youtu.be/SmzIXFIGb_4,03:08-03:21,california,Daylight,Cloudy,Dry,Highway/Freeway,Flat,2,Congested,Small_vehicle,ADAS,Proceeding_straight,Proceeding_straight,,0.366666667,No_action,Right_turn,No,Rear_end,Front_to_rear,Vehicle,Small_vehicle,2,Following_too_closely,Rear_right_bumper,Front_left_bumper,Property_damage_only,36000,n,,,,,,
saved_crash_000866,saved_av_dataset,crash,866,SmzIXFIGb_4,https://youtu.be/SmzIXFIGb_4,SmzIXFIGb_4.mp4,,,05:28-05:46,328.0,346.0,337.0,337.0,,collision,collision,collision,collision_or_near_miss,Normal,Clear,Other,metadata_only,,https://youtu.be/SmzIXFIGb_4,05:28-05:46,australia,Daylight,Clear,Wet,Road_segement,Flat,3,Congested,Small_vehicle,ADAS,Stopped,Proceeding_straight,,,No_action,No_action,No,Rear_end,Front_to_rear,Vehicle,Middle_vehicle,3,Following_too_closely,Rear_right_bumper,Front_left_bumper,Property_damage_only,45000,bn,,,,,,
saved_crash_000867,saved_av_dataset,crash,867,SmzIXFIGb_4,https://youtu.be/SmzIXFIGb_4,SmzIXFIGb_4.mp4,,,08:03-08:18,483.0,498.0,490.5,490.5,,collision,collision,collision,collision_or_near_miss,Normal,Cloudy,Urban,metadata_only,,https://youtu.be/SmzIXFIGb_4,08:03-08:18,arizona,Daylight,Cloudy,Dry,Signalized_intersection,Flat,2,Moderate_traffic,Small_vehicle,ADAS,Stopped,Proceeding_straight,,,No_action,No_action,No,Rear_end,Front_to_rear,Vehicle,Small_vehicle,2,Following_too_closely,Rear_center_bumper,Front_center_bumper,Property_damage_only,idk,n,,,,,,
saved_crash_000868,saved_av_dataset,crash,868,SmzIXFIGb_4,https://youtu.be/SmzIXFIGb_4,SmzIXFIGb_4.mp4,,,08:40-08:52,520.0,532.0,526.0,526.0,,collision,collision,collision,collision_or_near_miss,Dark,Clear,Other,metadata_only,,https://youtu.be/SmzIXFIGb_4,08:40-08:52,missouri,Dark_not_lighted,Clear,Dry,Road_segement,Flat,1,Moderate_traffic,N/A,ADAS,Proceeding_straight,other,,,No_action,No_action,No,other,other,Animal,other,1,other,other,other,Property_damage_only,idk,deer !!! As an example,,,,,,
saved_crash_000869,saved_av_dataset,crash,869,SmzIXFIGb_4,https://youtu.be/SmzIXFIGb_4,SmzIXFIGb_4.mp4,,,09:55-10:66,595.0,666.0,630.5,630.5,,collision,collision,collision,collision_or_near_miss,Dark,Clear,Other,metadata_only,,https://youtu.be/SmzIXFIGb_4,09:55-10:66,texas\3,Dark_not_lighted,Clear,Dry,Road_segement,Flat,3,Red_light_stopped,Small_vehicle,ADAS,Stopped,Proceeding_straight,,,No_action,No_action,No,Rear_end,Front_to_rear,Vehicle,Small_vehicle,2,Following_too_closely,Rear_center_bumper,Front_center_bumper,Property_damage_only,idk,n,,,,,,
saved_crash_000870,saved_av_dataset,crash,870,SmzIXFIGb_4,https://youtu.be/SmzIXFIGb_4,SmzIXFIGb_4.mp4,,,10:57-11:12,657.0,672.0,664.5,664.5,,collision,collision,collision,collision_or_near_miss,Dark,Clear,Other,metadata_only,,https://youtu.be/SmzIXFIGb_4,10:57-11:12,wisconsin,Dark_not_lighted,Clear,Dry,Highway/Freeway,Flat,2,Moderate_traffic,N/A,ADAS,Proceeding_straight,other,1.033333333,,Left_turn,No_action,No,other,other,Vehicle,other,1,other,Front_center_bumper,other,Property_damage_only,1200,n,,,,,,
saved_crash_000871,saved_av_dataset,crash,871,_fMOT2FHQYc,https://youtu.be/_fMOT2FHQYc,_fMOT2FHQYc.mp4,,,00:55-01:03,55.0,63.0,59.0,59.0,,collision,collision,collision,collision_or_near_miss,Normal,Clear,Other,metadata_only,,https://youtu.be/_fMOT2FHQYc,00:55-01:03,missouri,Daylight,Clear,Dry,Highway/Freeway,Flat,4,Congested,N/A,ADAS,Proceeding_straight,Making_right_turn,,,No_action,No_action,No,Sideswipe,Sideswipe_same_direction,Vehicle,Small_vehicle,2,Improper_lane_change,Rear_right_bumper,Front_left_bumper,Property_damage_only,idk,n,,,,,,
saved_crash_000872,saved_av_dataset,crash,872,_fMOT2FHQYc,https://youtu.be/_fMOT2FHQYc,_fMOT2FHQYc.mp4,,,03:46-04:02,226.0,242.0,234.0,234.0,,collision,collision,collision,collision_or_near_miss,Dark,Clear,Other,metadata_only,,https://youtu.be/_fMOT2FHQYc,03:46-04:02,california,Dark_lighted,Clear,Dry,Road_segement,Flat,3,Moderate_traffic,Small_vehicle,ADAS,Proceeding_straight,Making_left_turn,,,No_action,No_action,No,Sideswipe,Sideswipe_same_direction,Vehicle,Small_vehicle,2,Improper_lane_change,Right_front_door,Left_front_door,Property_damage_only,3000,n,,,,,,
saved_crash_000873,saved_av_dataset,crash,873,BV0E9ZW7R9M,https://youtu.be/BV0E9ZW7R9M,BV0E9ZW7R9M.mp4,,,00:06-00:30,6.0,30.0,18.0,18.0,,collision,collision,collision,collision_or_near_miss,Dark,Clear,Other,metadata_only,,https://youtu.be/BV0E9ZW7R9M,00:06-00:30,germany,Dark_not_lighted,Clear,Dry,Highway/Freeway,Flat,3,Moderate_traffic,Middle_vehicle,ADAS,Making_right_turn,Making_left_turn,2.133333333,,Left_turn,No_action,No,Sideswipe,Sideswipe_same_direction,Vehicle,Big_vehicle,2,Improper_lane_change,Front_left_bumper,other,Property_damage_only,totla,n,,,,,,
saved_crash_000874,saved_av_dataset,crash,874,BV0E9ZW7R9M,https://youtu.be/BV0E9ZW7R9M,BV0E9ZW7R9M.mp4,,,07:22-07:43,442.0,463.0,452.5,452.5,,collision,collision,collision,collision_or_near_miss,Normal,Clear,Other,metadata_only,,https://youtu.be/BV0E9ZW7R9M,07:22-07:43,france,Daylight,Clear,Dry,Road_segement,Flat,2,Moderate_traffic,Small_vehicle,ADAS,Proceeding_straight,Proceeding_straight,,,No_action,No_action,No,Rear_end,Front_to_rear,Vehicle,Small_vehicle,2,Following_too_closely,Rear_center_bumper,Front_center_bumper,Property_damage_only,idk,n,,,,,,
saved_crash_000875,saved_av_dataset,crash,875,PN5z7h2kDUA,https://youtu.be/PN5z7h2kDUA,PN5z7h2kDUA.mp4,,,00:02-00:22,2.0,22.0,12.0,12.0,,collision,collision,collision,collision_or_near_miss,Normal,Cloudy,Urban,metadata_only,,https://youtu.be/PN5z7h2kDUA,00:02-00:22,illinois,Daylight,Cloudy,Dry,Signalized_intersection,Flat,2,Moderate_traffic,Small_vehicle,ADAS,Proceeding_straight,Making_left_turn,1.2,,Right_turn,No_action,No,Left_turn,Front_to_side,Vehicle,Small_vehicle,2,Running_red_light,Left_front_door,Front_center_bumper,Property_damage_only,40000,n,,,,,,
saved_crash_000876,saved_av_dataset,crash,876,PN5z7h2kDUA,https://youtu.be/PN5z7h2kDUA,PN5z7h2kDUA.mp4,,,03:11-03:21,191.0,201.0,196.0,196.0,,collision,collision,collision,collision_or_near_miss,Normal,Clear,Urban,metadata_only,,https://youtu.be/PN5z7h2kDUA,03:11-03:21,new jersey,Daylight,Clear,Dry,nonSignalized_intersection,Flat,1,Light_traffic,Middle_vehicle,ADAS,Proceeding_straight,Proceeding_straight,,,No_action,No_action,Yes,Head_on,Front_to_front,Vehicle,Small_vehicle,2,Wrong_way_driving,Front_center_bumper,Front_center_bumper,Property_damage_only,9000,n,,,,,,
saved_crash_000877,saved_av_dataset,crash,877,PN5z7h2kDUA,https://youtu.be/PN5z7h2kDUA,PN5z7h2kDUA.mp4,,,04:31-04:37,271.0,277.0,274.0,274.0,,collision,collision,collision,collision_or_near_miss,Dark,Clear,Other,metadata_only,,https://youtu.be/PN5z7h2kDUA,04:31-04:37,england,Dark_not_lighted,Clear,Dry,Workzone,Flat,2,Light_traffic,Small_vehicle,ADAS,Proceeding_straight,other,,,No_action,No_action,Yes,other,other,Infrastructure,other,1,other,Front_center_bumper,other,Property_damage_only,0,n,,,,,,
saved_crash_000878,saved_av_dataset,crash,878,PN5z7h2kDUA,https://youtu.be/PN5z7h2kDUA,PN5z7h2kDUA.mp4,,,06:10-06:18,370.0,378.0,374.0,374.0,,collision,collision,collision,collision_or_near_miss,Normal,Clear,Other,metadata_only,,https://youtu.be/PN5z7h2kDUA,06:10-06:18,canada],Daylight,Clear,Dry,Road_segement,Flat,1,Light_traffic,Small_vehicle,ADAS,Backing,Backing,,,No_action,No_action,No,Sideswipe,Sideswipe_same_direction,Vehicle,Small_vehicle,2,Backing_without_caution,Rear_right_bumper,Rear_left_bumper,Property_damage_only,7000,n,,,,,,
